timestamp,event_type
2023-08-03 08:00:00,short_honk
2023-08-03 08:50:00,long_honk
2023-08-03 09:20:00,short_honk
2023-08-03 09:30:00,sudden_deceleration
2023-08-03 09:50:00,sudden_acceleration
2023-08-03 10:10:00,sudden_deceleration
2023-08-03 11:50:00,sudden_deceleration
2023-08-03 12:00:00,sudden_acceleration
2023-08-03 12:40:00,sudden_deceleration
2023-08-03 13:40:00,short_honk
2023-08-03 14:30:00,short_honk
2023-08-03 14:40:00,short_honk
2023-08-03 15:10:00,sudden_deceleration
2023-08-03 16:00:00,sudden_deceleration
2023-08-03 16:10:00,short_honk
2023-08-03 16:20:00,sudden_deceleration
2023-08-03 17:00:00,sudden_deceleration
2023-08-04 09:40:00,short_honk
2023-08-04 11:10:00,sudden_deceleration
2023-08-04 11:20:00,long_honk
2023-08-04 11:30:00,short_honk
2023-08-04 11:50:00,short_honk
2023-08-04 12:00:00,sudden_deceleration
2023-08-04 13:20:00,long_honk
2023-08-04 13:50:00,long_honk
2023-08-04 14:00:00,sudden_deceleration
2023-08-04 14:30:00,short_honk
2023-08-04 15:10:00,sudden_deceleration
2023-08-04 15:50:00,sudden_deceleration
2023-08-04 17:20:00,sudden_deceleration
2023-08-04 18:10:00,sudden_acceleration
2023-08-04 18:20:00,sudden_deceleration
2023-08-04 18:30:00,sudden_deceleration
2023-08-04 18:40:00,sudden_deceleration
2023-08-05 08:40:00,short_honk
2023-08-05 10:10:00,sudden_deceleration
2023-08-05 10:40:00,sudden_deceleration
2023-08-05 11:20:00,long_honk
2023-08-05 11:40:00,sudden_acceleration
2023-08-05 11:50:00,short_honk
2023-08-05 12:30:00,sudden_deceleration
2023-08-05 13:10:00,sudden_deceleration
2023-08-05 14:20:00,short_honk
2023-08-05 14:30:00,sudden_acceleration
2023-08-05 15:00:00,short_honk
2023-08-05 16:30:00,sudden_acceleration
2023-08-05 16:40:00,sudden_acceleration
2023-08-05 17:00:00,long_honk
2023-08-05 17:20:00,short_honk
2023-08-05 17:40:00,sudden_acceleration
2023-08-05 17:50:00,sudden_deceleration
2023-08-06 06:00:00,sudden_deceleration
2023-08-06 06:10:00,short_honk
2023-08-06 06:50:00,short_honk
2023-08-06 07:30:00,sudden_deceleration
2023-08-06 07:40:00,sudden_acceleration
2023-08-06 08:20:00,sudden_acceleration
2023-08-06 08:40:00,sudden_acceleration
2023-08-06 09:10:00,short_honk
2023-08-06 10:10:00,short_honk
2023-08-06 11:30:00,sudden_deceleration
2023-08-06 13:00:00,sudden_deceleration
2023-08-06 13:10:00,sudden_acceleration
2023-08-06 13:50:00,sudden_deceleration
2023-08-06 14:30:00,short_honk
2023-08-06 15:10:00,short_honk
2023-08-06 15:40:00,long_honk
2023-08-06 15:50:00,sudden_deceleration
2023-08-07 10:30:00,short_honk
2023-08-07 10:50:00,short_honk
2023-08-07 11:40:00,sudden_acceleration
2023-08-07 12:20:00,sudden_deceleration
2023-08-07 12:40:00,short_honk
2023-08-07 12:50:00,long_honk
2023-08-07 13:20:00,sudden_acceleration
2023-08-07 13:30:00,sudden_acceleration
2023-08-07 13:40:00,long_honk
2023-08-07 14:50:00,sudden_deceleration
2023-08-07 15:20:00,sudden_deceleration
2023-08-07 16:00:00,long_honk
2023-08-07 17:10:00,sudden_deceleration
2023-08-07 17:40:00,sudden_acceleration
2023-08-07 18:30:00,sudden_acceleration
2023-08-07 18:40:00,sudden_acceleration
2023-08-07 18:50:00,long_honk
2023-08-08 07:00:00,short_honk
2023-08-08 07:40:00,sudden_deceleration
2023-08-08 07:50:00,sudden_acceleration
2023-08-08 08:20:00,sudden_acceleration
2023-08-08 08:40:00,long_honk
2023-08-08 09:30:00,long_honk
2023-08-08 09:50:00,sudden_deceleration
2023-08-08 10:10:00,sudden_deceleration
2023-08-08 10:50:00,sudden_deceleration
2023-08-08 13:00:00,sudden_acceleration
2023-08-08 13:20:00,short_honk
2023-08-08 13:50:00,sudden_deceleration
2023-08-08 14:00:00,sudden_deceleration
2023-08-08 14:20:00,long_honk
2023-08-08 14:50:00,short_honk
2023-08-08 15:40:00,short_honk
2023-08-08 16:00:00,sudden_deceleration
2023-08-09 08:00:00,sudden_acceleration
2023-08-09 08:50:00,sudden_acceleration
2023-08-09 10:30:00,sudden_deceleration
2023-08-09 10:40:00,sudden_deceleration
2023-08-09 10:50:00,sudden_deceleration
2023-08-09 11:40:00,short_honk
2023-08-09 12:00:00,long_honk
2023-08-09 12:10:00,short_honk
2023-08-09 13:00:00,sudden_acceleration
2023-08-09 13:10:00,short_honk
2023-08-09 13:30:00,short_honk
2023-08-09 13:40:00,short_honk
2023-08-09 14:00:00,short_honk
2023-08-09 14:40:00,sudden_deceleration
2023-08-09 16:00:00,sudden_acceleration
2023-08-09 16:30:00,sudden_acceleration
2023-08-09 17:00:00,sudden_acceleration
2023-08-10 08:00:00,short_honk
2023-08-10 08:20:00,short_honk
2023-08-10 08:30:00,sudden_deceleration
2023-08-10 09:40:00,long_honk
2023-08-10 09:50:00,sudden_deceleration
2023-08-10 10:00:00,sudden_acceleration
2023-08-10 10:50:00,sudden_deceleration
2023-08-10 11:30:00,sudden_acceleration
2023-08-10 11:40:00,sudden_acceleration
2023-08-10 11:50:00,long_honk
2023-08-10 13:20:00,sudden_acceleration
2023-08-10 13:30:00,short_honk
2023-08-10 13:40:00,long_honk
2023-08-10 15:00:00,sudden_acceleration
2023-08-10 15:40:00,sudden_acceleration
2023-08-10 16:30:00,sudden_acceleration
2023-08-10 17:50:00,long_honk
2023-08-11 07:30:00,sudden_deceleration
2023-08-11 08:10:00,short_honk
2023-08-11 08:50:00,sudden_acceleration
2023-08-11 09:20:00,sudden_acceleration
2023-08-11 09:30:00,sudden_deceleration
2023-08-11 10:30:00,short_honk
2023-08-11 12:00:00,short_honk
2023-08-11 12:50:00,sudden_deceleration
2023-08-11 13:30:00,sudden_acceleration
2023-08-11 14:10:00,long_honk
2023-08-11 14:20:00,sudden_deceleration
2023-08-11 14:30:00,long_honk
2023-08-11 14:40:00,sudden_acceleration
2023-08-11 15:30:00,short_honk
2023-08-11 15:40:00,sudden_deceleration
2023-08-11 16:40:00,short_honk
2023-08-11 17:00:00,sudden_deceleration
2023-08-12 06:40:00,long_honk
2023-08-12 07:00:00,sudden_acceleration
2023-08-12 07:50:00,long_honk
2023-08-12 08:20:00,short_honk
2023-08-12 08:50:00,sudden_deceleration
2023-08-12 09:20:00,sudden_deceleration
2023-08-12 09:50:00,sudden_acceleration
2023-08-12 10:00:00,short_honk
2023-08-12 10:10:00,sudden_acceleration
2023-08-12 11:10:00,long_honk
2023-08-12 12:00:00,sudden_acceleration
2023-08-12 13:00:00,sudden_acceleration
2023-08-12 13:30:00,sudden_acceleration
2023-08-12 14:00:00,sudden_acceleration
2023-08-12 14:30:00,short_honk
2023-08-12 15:20:00,sudden_acceleration
2023-08-12 15:50:00,long_honk
2023-08-13 10:20:00,short_honk
2023-08-13 10:30:00,sudden_deceleration
2023-08-13 11:40:00,long_honk
2023-08-13 11:50:00,sudden_deceleration
2023-08-13 12:40:00,sudden_deceleration
2023-08-13 12:50:00,long_honk
2023-08-13 13:10:00,sudden_deceleration
2023-08-13 13:20:00,sudden_acceleration
2023-08-13 15:00:00,sudden_deceleration
2023-08-13 15:10:00,short_honk
2023-08-13 16:20:00,sudden_acceleration
2023-08-13 16:30:00,long_honk
2023-08-13 17:50:00,sudden_acceleration
2023-08-13 18:10:00,sudden_acceleration
2023-08-13 18:20:00,long_honk
2023-08-13 18:50:00,long_honk
2023-08-13 19:00:00,sudden_deceleration
2023-08-14 08:40:00,sudden_acceleration
2023-08-14 09:00:00,sudden_acceleration
2023-08-14 10:50:00,sudden_acceleration
2023-08-14 11:40:00,short_honk
2023-08-14 12:20:00,long_honk
2023-08-14 12:50:00,short_honk
2023-08-14 13:30:00,long_honk
2023-08-14 14:10:00,sudden_acceleration
2023-08-14 14:30:00,sudden_acceleration
2023-08-14 14:40:00,sudden_acceleration
2023-08-14 15:20:00,short_honk
2023-08-14 15:30:00,sudden_deceleration
2023-08-14 16:10:00,sudden_acceleration
2023-08-14 16:40:00,long_honk
2023-08-14 17:00:00,sudden_acceleration
2023-08-14 17:30:00,sudden_acceleration
2023-08-14 17:50:00,short_honk
2023-08-15 07:10:00,short_honk
2023-08-15 07:20:00,sudden_acceleration
2023-08-15 09:00:00,sudden_acceleration
2023-08-15 09:10:00,long_honk
2023-08-15 09:20:00,short_honk
2023-08-15 10:20:00,sudden_acceleration
2023-08-15 10:30:00,long_honk
2023-08-15 11:00:00,short_honk
2023-08-15 12:20:00,sudden_deceleration
2023-08-15 12:30:00,sudden_acceleration
2023-08-15 12:40:00,sudden_acceleration
2023-08-15 12:50:00,long_honk
2023-08-15 13:20:00,long_honk
2023-08-15 13:40:00,sudden_deceleration
2023-08-15 15:40:00,sudden_acceleration
2023-08-15 16:00:00,sudden_deceleration
2023-08-15 16:50:00,sudden_acceleration
2023-08-16 06:20:00,sudden_deceleration
2023-08-16 08:20:00,long_honk
2023-08-16 08:40:00,short_honk
2023-08-16 08:50:00,sudden_acceleration
2023-08-16 09:10:00,sudden_deceleration
2023-08-16 09:20:00,short_honk
2023-08-16 10:10:00,long_honk
2023-08-16 11:30:00,sudden_deceleration
2023-08-16 11:40:00,sudden_deceleration
2023-08-16 13:40:00,sudden_deceleration
2023-08-16 14:00:00,sudden_acceleration
2023-08-16 14:10:00,sudden_acceleration
2023-08-16 14:50:00,sudden_acceleration
2023-08-16 15:10:00,short_honk
2023-08-16 15:20:00,sudden_acceleration
2023-08-16 15:30:00,long_honk
2023-08-16 16:00:00,short_honk
2023-08-17 09:50:00,sudden_deceleration
2023-08-17 11:20:00,short_honk
2023-08-17 11:30:00,short_honk
2023-08-17 11:50:00,short_honk
2023-08-17 12:10:00,sudden_deceleration
2023-08-17 12:50:00,sudden_deceleration
2023-08-17 13:40:00,sudden_acceleration
2023-08-17 14:30:00,sudden_acceleration
2023-08-17 15:00:00,sudden_acceleration
2023-08-17 15:20:00,short_honk
2023-08-17 16:20:00,sudden_acceleration
2023-08-17 16:30:00,short_honk
2023-08-17 16:40:00,short_honk
2023-08-17 17:30:00,short_honk
2023-08-17 18:00:00,sudden_deceleration
2023-08-17 18:10:00,sudden_acceleration
2023-08-17 18:50:00,sudden_deceleration
2023-08-18 08:10:00,sudden_deceleration
2023-08-18 09:00:00,sudden_deceleration
2023-08-18 09:30:00,sudden_deceleration
2023-08-18 10:20:00,sudden_deceleration
2023-08-18 10:50:00,long_honk
2023-08-18 11:00:00,sudden_deceleration
2023-08-18 11:50:00,long_honk
2023-08-18 12:00:00,sudden_deceleration
2023-08-18 12:10:00,short_honk
2023-08-18 12:50:00,short_honk
2023-08-18 13:00:00,sudden_deceleration
2023-08-18 14:00:00,long_honk
2023-08-18 14:10:00,sudden_acceleration
2023-08-18 14:30:00,short_honk
2023-08-18 14:40:00,sudden_deceleration
2023-08-18 15:40:00,short_honk
2023-08-18 17:00:00,sudden_acceleration
2023-08-19 06:20:00,long_honk
2023-08-19 07:00:00,sudden_acceleration
2023-08-19 08:10:00,sudden_deceleration
2023-08-19 08:20:00,sudden_deceleration
2023-08-19 08:50:00,long_honk
2023-08-19 09:10:00,long_honk
2023-08-19 09:50:00,sudden_acceleration
2023-08-19 10:10:00,sudden_deceleration
2023-08-19 10:20:00,sudden_acceleration
2023-08-19 10:30:00,sudden_deceleration
2023-08-19 11:30:00,short_honk
2023-08-19 11:40:00,long_honk
2023-08-19 12:00:00,long_honk
2023-08-19 12:20:00,sudden_deceleration
2023-08-19 12:30:00,sudden_deceleration
2023-08-19 13:50:00,sudden_deceleration
2023-08-19 15:30:00,short_honk
2023-08-20 09:30:00,sudden_acceleration
2023-08-20 09:40:00,short_honk
2023-08-20 10:00:00,short_honk
2023-08-20 10:30:00,short_honk
2023-08-20 11:10:00,short_honk
2023-08-20 12:20:00,short_honk
2023-08-20 12:50:00,sudden_acceleration
2023-08-20 13:10:00,sudden_acceleration
2023-08-20 14:30:00,sudden_acceleration
2023-08-20 15:20:00,sudden_deceleration
2023-08-20 15:40:00,long_honk
2023-08-20 15:50:00,sudden_deceleration
2023-08-20 17:10:00,sudden_acceleration
2023-08-20 17:30:00,long_honk
2023-08-20 17:50:00,sudden_acceleration
2023-08-20 18:20:00,sudden_acceleration
2023-08-20 19:00:00,sudden_acceleration
2023-08-21 06:20:00,sudden_deceleration
2023-08-21 07:30:00,sudden_acceleration
2023-08-21 07:40:00,sudden_acceleration
2023-08-21 08:10:00,sudden_deceleration
2023-08-21 09:00:00,sudden_acceleration
2023-08-21 09:10:00,sudden_acceleration
2023-08-21 10:00:00,long_honk
2023-08-21 10:10:00,sudden_acceleration
2023-08-21 10:40:00,short_honk
2023-08-21 12:40:00,short_honk
2023-08-21 13:40:00,short_honk
2023-08-21 13:50:00,long_honk
2023-08-21 14:10:00,long_honk
2023-08-21 14:20:00,sudden_acceleration
2023-08-21 14:30:00,short_honk
2023-08-21 14:40:00,sudden_acceleration
2023-08-21 15:50:00,sudden_deceleration
2023-08-22 08:40:00,short_honk
2023-08-22 09:10:00,sudden_deceleration
2023-08-22 10:10:00,sudden_acceleration
2023-08-22 10:20:00,short_honk
2023-08-22 10:30:00,sudden_acceleration
2023-08-22 10:40:00,long_honk
2023-08-22 11:00:00,short_honk
2023-08-22 11:50:00,sudden_acceleration
2023-08-22 13:30:00,sudden_acceleration
2023-08-22 14:00:00,sudden_acceleration
2023-08-22 14:10:00,sudden_deceleration
2023-08-22 14:50:00,sudden_deceleration
2023-08-22 16:30:00,sudden_deceleration
2023-08-22 16:50:00,sudden_acceleration
2023-08-22 17:10:00,short_honk
2023-08-22 17:40:00,short_honk
2023-08-22 18:00:00,long_honk
2023-08-23 07:00:00,sudden_deceleration
2023-08-23 07:40:00,sudden_acceleration
2023-08-23 08:00:00,short_honk
2023-08-23 08:20:00,short_honk
2023-08-23 08:40:00,sudden_acceleration
2023-08-23 09:10:00,sudden_acceleration
2023-08-23 09:20:00,sudden_deceleration
2023-08-23 09:50:00,sudden_deceleration
2023-08-23 10:50:00,long_honk
2023-08-23 11:00:00,sudden_deceleration
2023-08-23 12:40:00,short_honk
2023-08-23 13:30:00,long_honk
2023-08-23 14:50:00,sudden_acceleration
2023-08-23 15:40:00,sudden_deceleration
2023-08-23 16:10:00,long_honk
2023-08-23 16:30:00,sudden_deceleration
2023-08-23 16:50:00,short_honk
2023-08-24 06:10:00,long_honk
2023-08-24 06:30:00,long_honk
2023-08-24 06:40:00,sudden_deceleration
2023-08-24 07:10:00,sudden_acceleration
2023-08-24 07:30:00,long_honk
2023-08-24 08:00:00,sudden_deceleration
2023-08-24 08:50:00,short_honk
2023-08-24 09:10:00,short_honk
2023-08-24 10:50:00,sudden_deceleration
2023-08-24 11:10:00,sudden_acceleration
2023-08-24 11:20:00,sudden_deceleration
2023-08-24 11:40:00,short_honk
2023-08-24 11:50:00,long_honk
2023-08-24 13:00:00,sudden_deceleration
2023-08-24 13:40:00,sudden_deceleration
2023-08-24 13:50:00,sudden_acceleration
2023-08-24 15:50:00,sudden_deceleration
2023-08-25 07:10:00,sudden_acceleration
2023-08-25 08:00:00,short_honk
2023-08-25 08:40:00,short_honk
2023-08-25 09:10:00,sudden_deceleration
2023-08-25 09:20:00,sudden_acceleration
2023-08-25 09:30:00,long_honk
2023-08-25 10:10:00,long_honk
2023-08-25 10:40:00,sudden_deceleration
2023-08-25 10:50:00,sudden_acceleration
2023-08-25 11:20:00,short_honk
2023-08-25 12:20:00,short_honk
2023-08-25 12:30:00,sudden_acceleration
2023-08-25 13:00:00,sudden_deceleration
2023-08-25 14:00:00,sudden_deceleration
2023-08-25 14:20:00,short_honk
2023-08-25 15:20:00,sudden_deceleration
2023-08-25 15:30:00,sudden_acceleration
2023-08-26 06:40:00,sudden_acceleration
2023-08-26 06:50:00,short_honk
2023-08-26 07:10:00,sudden_acceleration
2023-08-26 07:40:00,long_honk
2023-08-26 07:50:00,short_honk
2023-08-26 08:00:00,sudden_deceleration
2023-08-26 08:30:00,short_honk
2023-08-26 09:10:00,sudden_acceleration
2023-08-26 09:50:00,sudden_acceleration
2023-08-26 10:20:00,long_honk
2023-08-26 11:00:00,long_honk
2023-08-26 12:10:00,sudden_acceleration
2023-08-26 13:10:00,sudden_deceleration
2023-08-26 14:00:00,sudden_acceleration
2023-08-26 14:40:00,short_honk
2023-08-26 15:20:00,sudden_deceleration
2023-08-26 16:00:00,sudden_acceleration
2023-08-27 08:10:00,sudden_acceleration
2023-08-27 08:30:00,sudden_deceleration
2023-08-27 09:30:00,sudden_acceleration
2023-08-27 09:50:00,short_honk
2023-08-27 10:10:00,sudden_deceleration
2023-08-27 10:20:00,sudden_deceleration
2023-08-27 11:20:00,sudden_acceleration
2023-08-27 11:30:00,sudden_deceleration
2023-08-27 12:00:00,short_honk
2023-08-27 14:00:00,long_honk
2023-08-27 14:40:00,short_honk
2023-08-27 15:50:00,short_honk
2023-08-27 16:00:00,sudden_acceleration
2023-08-27 16:40:00,short_honk
2023-08-27 16:50:00,sudden_deceleration
2023-08-27 17:20:00,short_honk
2023-08-27 18:00:00,sudden_deceleration
2023-08-28 08:10:00,long_honk
2023-08-28 08:20:00,sudden_deceleration
2023-08-28 08:40:00,short_honk
2023-08-28 08:50:00,sudden_acceleration
2023-08-28 09:50:00,sudden_deceleration
2023-08-28 10:20:00,sudden_acceleration
2023-08-28 10:30:00,sudden_acceleration
2023-08-28 11:10:00,sudden_acceleration
2023-08-28 11:40:00,long_honk
2023-08-28 12:20:00,short_honk
2023-08-28 12:40:00,sudden_deceleration
2023-08-28 13:20:00,short_honk
2023-08-28 14:10:00,short_honk
2023-08-28 15:00:00,sudden_deceleration
2023-08-28 16:00:00,sudden_deceleration
2023-08-28 16:30:00,short_honk
2023-08-28 16:40:00,sudden_acceleration
2023-08-29 08:10:00,sudden_deceleration
2023-08-29 08:20:00,short_honk
2023-08-29 08:50:00,long_honk
2023-08-29 09:40:00,short_honk
2023-08-29 10:40:00,sudden_acceleration
2023-08-29 11:30:00,sudden_acceleration
2023-08-29 12:20:00,sudden_deceleration
2023-08-29 13:10:00,short_honk
2023-08-29 14:00:00,sudden_acceleration
2023-08-29 14:40:00,sudden_acceleration
2023-08-29 14:50:00,sudden_deceleration
2023-08-29 15:00:00,short_honk
2023-08-29 15:40:00,sudden_acceleration
2023-08-29 16:00:00,short_honk
2023-08-29 16:50:00,long_honk
2023-08-29 17:10:00,sudden_acceleration
2023-08-29 17:50:00,sudden_deceleration
2023-08-30 09:00:00,sudden_acceleration
2023-08-30 09:40:00,short_honk
2023-08-30 10:00:00,long_honk
2023-08-30 10:50:00,sudden_deceleration
2023-08-30 12:40:00,sudden_deceleration
2023-08-30 13:10:00,long_honk
2023-08-30 13:20:00,sudden_deceleration
2023-08-30 13:40:00,short_honk
2023-08-30 13:50:00,sudden_acceleration
2023-08-30 14:10:00,sudden_deceleration
2023-08-30 14:30:00,sudden_deceleration
2023-08-30 15:20:00,sudden_deceleration
2023-08-30 15:30:00,long_honk
2023-08-30 17:00:00,long_honk
2023-08-30 17:20:00,sudden_acceleration
2023-08-30 17:40:00,short_honk
2023-08-30 18:00:00,sudden_acceleration
2023-08-31 08:00:00,long_honk
2023-08-31 08:40:00,long_honk
2023-08-31 09:40:00,long_honk
2023-08-31 10:10:00,sudden_deceleration
2023-08-31 10:20:00,sudden_deceleration
2023-08-31 10:30:00,sudden_acceleration
2023-08-31 11:00:00,sudden_acceleration
2023-08-31 11:30:00,sudden_deceleration
2023-08-31 11:40:00,short_honk
2023-08-31 12:00:00,sudden_deceleration
2023-08-31 12:40:00,sudden_deceleration
2023-08-31 13:10:00,sudden_deceleration
2023-08-31 13:40:00,sudden_acceleration
2023-08-31 13:50:00,long_honk
2023-08-31 14:10:00,long_honk
2023-08-31 16:20:00,sudden_acceleration
2023-08-31 17:00:00,long_honk
2023-09-01 08:40:00,long_honk
2023-09-01 08:50:00,sudden_acceleration
2023-09-01 09:10:00,sudden_deceleration
2023-09-01 09:30:00,sudden_deceleration
2023-09-01 10:30:00,short_honk
2023-09-01 11:40:00,short_honk
2023-09-01 12:30:00,sudden_deceleration
2023-09-01 12:40:00,sudden_acceleration
2023-09-01 13:00:00,sudden_acceleration
2023-09-01 13:30:00,sudden_deceleration
2023-09-01 13:40:00,sudden_acceleration
2023-09-01 14:30:00,short_honk
2023-09-01 14:50:00,sudden_acceleration
2023-09-01 15:30:00,short_honk
2023-09-01 16:50:00,short_honk
2023-09-01 17:00:00,long_honk
2023-09-01 17:40:00,sudden_deceleration
